property1,section,ticket,type,price,lat,lon
Avebury,Alexander Keiller Museum ,Family,Gift aid,£12.10,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Family,Standard,£11.00,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,One adult and up to three children,Gift aid,£7.30,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,One adult and up to three children,Standard,£6.60,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Group Adult,Gift aid,N/A,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Group Adult,Standard,£4.10,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Group Child,Gift aid,N/A,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Group Child,Standard,£2.05,51.427502,-1.85611
Claremont Landscape Garden,Whole property,Adult,Gift aid,£9.90,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Adult,Standard,£9.00,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Child,Gift aid,£4.95,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Child,Standard,£4.50,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Family,Gift aid,£24.75,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Family,Standard,£22.50,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Group Adult,Gift aid,N/A,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Group Adult,Standard,£8.40,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Group Child,Gift aid,N/A,51.355785,-0.381433
Claremont Landscape Garden,Whole property,Group Child,Standard,£4.20,51.355785,-0.381433
Quarry Bank,Whole property,Adult,Gift aid,£13.00,53.3461,-2.2487
Quarry Bank,Whole property,Adult,Standard,£11.70,53.3461,-2.2487
Quarry Bank,Whole property,Child,Gift aid,£6.50,53.3461,-2.2487
Quarry Bank,Whole property,Child,Standard,£5.85,53.3461,-2.2487
Quarry Bank,Whole property,Family,Gift aid,£32.50,53.3461,-2.2487
Quarry Bank,Whole property,Family,Standard,£29.25,53.3461,-2.2487
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Gift aid,£16.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Standard,£15.00,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Gift aid,£8.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Standard,£7.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Gift aid,£41.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Standard,£37.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Standard,£14.20,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Standard,£7.10,54.1096,-1.58033
The Weir Garden,Whole property,Adult,Gift aid,£7.45,52.072899,-2.82203
The Weir Garden,Whole property,Adult,Standard,£6.50,52.072899,-2.82203
The Weir Garden,Whole property,Child,Gift aid,£3.55,52.072899,-2.82203
The Weir Garden,Whole property,Child,Standard,£3.20,52.072899,-2.82203
The Weir Garden,Whole property,Family,Gift aid,£16.90,52.072899,-2.82203
The Weir Garden,Whole property,Family,Standard,£15.10,52.072899,-2.82203
The Weir Garden,Whole property,Family one adult ticket,Gift aid,£9.35,52.072899,-2.82203
The Weir Garden,Whole property,Family one adult ticket,Standard,£8.45,52.072899,-2.82203
The Weir Garden,Whole property,Group Adult,Gift aid,N/A,52.072899,-2.82203
The Weir Garden,Whole property,Group Adult,Standard,£5.35,52.072899,-2.82203
The Weir Garden,Whole property,Group Child,Gift aid,N/A,52.072899,-2.82203
The Weir Garden,Whole property,Group Child,Standard,£3.00,52.072899,-2.82203
Giant's Causeway,Whole property,Adult,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Whole property,Adult,Standard,£11.50,55.240807,-6.511572
Giant's Causeway,Whole property,Child,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Whole property,Child,Standard,£5.75,55.240807,-6.511572
Giant's Causeway,Whole property,Family,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Whole property,Family,Standard,£28.75,55.240807,-6.511572
Giant's Causeway,Whole property,Group Adult,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Whole property,Group Adult,Standard,£8.00,55.240807,-6.511572
Giant's Causeway,Whole property,Group Child,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Whole property,Group Child,Standard,£4.00,55.240807,-6.511572
Giant's Causeway,Clifftop Experience,Adult,Gift aid,N/A,55.240807,-6.511572
Giant's Causeway,Clifftop Experience,Adult,Standard,£35.00,55.240807,-6.511572
Cwmmau Farmhouse,Whole property,Adult,Gift aid,£6.00,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,Adult,Standard,£5.40,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,Child,Gift aid,£3.00,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,Child,Standard,£2.70,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,Family,Gift aid,£15.00,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,Family,Standard,£13.50,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,"1 adult, 2 children",Gift aid,£12.00,52.153999,-3.05911
Cwmmau Farmhouse,Whole property,"1 adult, 2 children",Standard,£10.80,52.153999,-3.05911
Hatfield Forest,Car Parking,Car Parking,Gift aid,N/A,51.8592,0.2363
Hatfield Forest,Car Parking,Car Parking,Standard,£6.00,51.8592,0.2363
Hatfield Forest,Coach Parking,Coach Parking,Gift aid,N/A,51.8592,0.2363
Hatfield Forest,Coach Parking,Coach Parking,Standard,£25.00,51.8592,0.2363
Hatfield Forest,Minibus Parking,Mini Bus Parking,Gift aid,N/A,51.8592,0.2363
Hatfield Forest,Minibus Parking,Mini Bus Parking,Standard,£8.00,51.8592,0.2363
Hardy's Cottage,Whole property,Adult,Gift aid,£7.70,50.731308,-2.386136
Hardy's Cottage,Whole property,Adult,Standard,£7.00,50.731308,-2.386136
Hardy's Cottage,Whole property,Child,Gift aid,£3.90,50.731308,-2.386136
Hardy's Cottage,Whole property,Child,Standard,£3.50,50.731308,-2.386136
Hardy's Cottage,Whole property,Family,Gift aid,£19.30,50.731308,-2.386136
Hardy's Cottage,Whole property,Family,Standard,£17.50,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Adult,Gift aid,N/A,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Adult,Standard,£5.90,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Child,Gift aid,N/A,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Child,Standard,£3.00,50.731308,-2.386136
2 Willow Road,Whole property,Adult,Gift aid,£7.70,51.557499,-0.16861
2 Willow Road,Whole property,Adult,Standard,£7.00,51.557499,-0.16861
2 Willow Road,Whole property,Child,Gift aid,£3.85,51.557499,-0.16861
2 Willow Road,Whole property,Child,Standard,£3.50,51.557499,-0.16861
2 Willow Road,Whole property,Family,Gift aid,£19.25,51.557499,-0.16861
2 Willow Road,Whole property,Family,Standard,£17.50,51.557499,-0.16861
2 Willow Road,Whole property,Group Adult,Gift aid,N/A,51.557499,-0.16861
2 Willow Road,Whole property,Group Adult,Standard,£6.50,51.557499,-0.16861
2 Willow Road,Joint ticket with Fenton House,Adult,Gift aid,£14.50,51.557499,-0.16861
2 Willow Road,Joint ticket with Fenton House,Adult,Standard,£13.00,51.557499,-0.16861
2 Willow Road,Joint ticket with Fenton House,Child,Gift aid,£7.20,51.557499,-0.16861
2 Willow Road,Joint ticket with Fenton House,Child,Standard,£6.50,51.557499,-0.16861
Priory Cottages,Whole property,Adult,Gift aid,N/A,51.620098,-1.32658
Priory Cottages,Whole property,Adult,Standard,£4.00,51.620098,-1.32658
Priory Cottages,Whole property,Child,Gift aid,N/A,51.620098,-1.32658
Priory Cottages,Whole property,Child,Standard,£2.00,51.620098,-1.32658
Priory Cottages,Whole property,Family,Gift aid,N/A,51.620098,-1.32658
Priory Cottages,Whole property,Family,Standard,£10.00,51.620098,-1.32658
Acorn Bank,Whole property,Adult,Gift aid,£7.40,54.646301,-2.59228
Acorn Bank,Whole property,Adult,Standard,£6.70,54.646301,-2.59228
Acorn Bank,Whole property,Child,Gift aid,£3.70,54.646301,-2.59228
Acorn Bank,Whole property,Child,Standard,£3.30,54.646301,-2.59228
Acorn Bank,Whole property,Family,Gift aid,£18.40,54.646301,-2.59228
Acorn Bank,Whole property,Family,Standard,£16.70,54.646301,-2.59228
Crom,Grounds and Visitor Centre,Adult,Gift aid,£6.20,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Adult,Standard,£5.58,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Child,Gift aid,£3.10,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Child,Standard,£2.79,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Family,Gift aid,£15.50,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Family,Standard,£13.95,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Group Adult,Gift aid,N/A,54.162601,-7.44284
Crom,Grounds and Visitor Centre,Group Adult,Standard,£5.00,54.162601,-7.44284
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Adult,Gift aid,£14.50,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Adult,Standard,£13.15,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Child,Gift aid,£7.50,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Child,Standard,£6.75,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Family,Gift aid,£36.50,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Family,Standard,£33.05,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Group Adult,Gift aid,N/A,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Group Adult,Standard,£11.85,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Adult,Gift aid,£10.40,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Adult,Standard,£9.45,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Child,Gift aid,£5.25,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Child,Standard,£4.75,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Family,Gift aid,£26.05,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Family,Standard,£23.65,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Group Adult,Gift aid,N/A,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Group Adult,Standard,£8.45,51.113899,0.58511
Ormesby Hall,Whole property,Adult,Gift aid,£6.00,54.5438,-1.18021
Ormesby Hall,Whole property,Adult,Standard,£5.40,54.5438,-1.18021
Ormesby Hall,Whole property,Child,Gift aid,£3.00,54.5438,-1.18021
Ormesby Hall,Whole property,Child,Standard,£2.70,54.5438,-1.18021
Ormesby Hall,Whole property,Family,Gift aid,£15.00,54.5438,-1.18021
Ormesby Hall,Whole property,Family,Standard,£13.50,54.5438,-1.18021
Ormesby Hall,Whole property,Group Adult,Gift aid,N/A,54.5438,-1.18021
Ormesby Hall,Whole property,Group Adult,Standard,£4.75,54.5438,-1.18021
Clumber Park,Admission,Adult,Gift aid,£4.40,53.2691,-1.06568
Clumber Park,Admission,Adult,Standard,£4.00,53.2691,-1.06568
Clumber Park,Admission,Child,Gift aid,£2.20,53.2691,-1.06568
Clumber Park,Admission,Child,Standard,£2.00,53.2691,-1.06568
Clumber Park,Admission,Family,Gift aid,£11.00,53.2691,-1.06568
Clumber Park,Admission,Family,Standard,£10.00,53.2691,-1.06568
Clumber Park,Admission,1 adult and up to 3 children,Gift aid,£6.60,53.2691,-1.06568
Clumber Park,Admission,1 adult and up to 3 children,Standard,£6.00,53.2691,-1.06568
Clumber Park,Admission,Group Adult,Gift aid,N/A,53.2691,-1.06568
Clumber Park,Admission,Group Adult,Standard,£3.50,53.2691,-1.06568
Clumber Park,Admission,Group Child,Gift aid,N/A,53.2691,-1.06568
Clumber Park,Admission,Group Child,Standard,£1.75,53.2691,-1.06568
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Adult,Gift aid,£16.50,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Adult,Standard,£15.00,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Child,Gift aid,£8.60,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Child,Standard,£7.80,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Family,Gift aid,£43.45,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Family,Standard,£39.50,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",1 adult and up to 3 children,Gift aid,£26.00,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",1 adult and up to 3 children,Standard,£23.60,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Group Adult,Gift aid,N/A,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Group Adult,Standard,£13.40,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Group Child,Gift aid,N/A,52.235915,0.2448
"Anglesey Abbey, Gardens and Lode Mill","Whole property (House, Garden & Mill)",Group Child,Standard,£6.70,52.235915,0.2448
Long Crendon Courthouse,Whole property,Adult,Gift aid,N/A,51.775002,-0.98567
Long Crendon Courthouse,Whole property,Adult,Standard,£5.00,51.775002,-0.98567
Long Crendon Courthouse,Whole property,Child,Gift aid,N/A,51.775002,-0.98567
Long Crendon Courthouse,Whole property,Child,Standard,£2.50,51.775002,-0.98567
Coughton Court,General Admission,Adult,Gift aid,£12.60,52.242802,-1.87794
Coughton Court,General Admission,Adult,Standard,£11.45,52.242802,-1.87794
Coughton Court,General Admission,Child,Gift aid,£6.30,52.242802,-1.87794
Coughton Court,General Admission,Child,Standard,£5.70,52.242802,-1.87794
Coughton Court,General Admission,Family,Gift aid,£31.50,52.242802,-1.87794
Coughton Court,General Admission,Family,Standard,£28.60,52.242802,-1.87794
Coughton Court,General Admission,Group Adult,Gift aid,N/A,52.242802,-1.87794
Coughton Court,General Admission,Group Adult,Standard,£10.00,52.242802,-1.87794
Sizergh,Whole property,Adult,Gift aid,£13.00,54.284168,-2.7716124
Sizergh,Whole property,Adult,Standard,£11.50,54.284168,-2.7716124
Sizergh,Whole property,Child,Gift aid,£6.50,54.284168,-2.7716124
Sizergh,Whole property,Child,Standard,£5.75,54.284168,-2.7716124
Sizergh,Whole property,Family,Gift aid,£32.50,54.284168,-2.7716124
Sizergh,Whole property,Family,Standard,£28.75,54.284168,-2.7716124
Sizergh,Whole property,Group Adult,Gift aid,N/A,54.284168,-2.7716124
Sizergh,Whole property,Group Adult,Standard,£10.80,54.284168,-2.7716124
Sizergh,Whole property,Group Child,Gift aid,N/A,54.284168,-2.7716124
Sizergh,Whole property,Group Child,Standard,£5.40,54.284168,-2.7716124
Sizergh,Gardens Only,Adult,Gift aid,£8.50,54.284168,-2.7716124
Sizergh,Gardens Only,Adult,Standard,£7.50,54.284168,-2.7716124
Sizergh,Gardens Only,Child,Gift aid,£4.25,54.284168,-2.7716124
Sizergh,Gardens Only,Child,Standard,£3.75,54.284168,-2.7716124
Sizergh,Gardens Only,Family,Gift aid,£21.25,54.284168,-2.7716124
Sizergh,Gardens Only,Family,Standard,£18.75,54.284168,-2.7716124
Sizergh,Gardens Only,Group Adult,Gift aid,N/A,54.284168,-2.7716124
Sizergh,Gardens Only,Group Adult,Standard,£7.00,54.284168,-2.7716124
Sizergh,Gardens Only,Group Child,Gift aid,N/A,54.284168,-2.7716124
Sizergh,Gardens Only,Group Child,Standard,£3.50,54.284168,-2.7716124
"Beningbrough Hall, Gallery and Gardens",Whole property,Adult,Gift aid,£13.80,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Adult,Standard,£12.50,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Child,Gift aid,£6.90,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Child,Standard,£6.25,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Family,Gift aid,£34.50,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Family,Standard,£31.25,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Adult,Gift aid,N/A,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Adult,Standard,£10.80,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Child,Gift aid,N/A,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Child,Standard,£5.40,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Adult,Gift aid,£8.00,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Adult,Standard,£7.20,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Child,Gift aid,£4.00,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Child,Standard,£3.60,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Family,Gift aid,£20.00,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Family,Standard,£18.00,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Adult,Gift aid,N/A,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Adult,Standard,£6.20,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Child,Gift aid,N/A,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Child,Standard,£3.10,54.022099,-1.21315
Dyffryn Gardens,Whole property,Adult,Gift aid,£11.00,51.437563,-3.304228
Dyffryn Gardens,Whole property,Adult,Standard,£9.90,51.437563,-3.304228
Dyffryn Gardens,Whole property,Child,Gift aid,£5.50,51.437563,-3.304228
Dyffryn Gardens,Whole property,Child,Standard,£4.95,51.437563,-3.304228
Dyffryn Gardens,Whole property,Family,Gift aid,£28.00,51.437563,-3.304228
Dyffryn Gardens,Whole property,Family,Standard,£25.00,51.437563,-3.304228
Dyffryn Gardens,Whole property,Group Adult,Gift aid,N/A,51.437563,-3.304228
Dyffryn Gardens,Whole property,Group Adult,Standard,£8.70,51.437563,-3.304228
Dyffryn Gardens,Whole property,Group Child,Gift aid,N/A,51.437563,-3.304228
Dyffryn Gardens,Whole property,Group Child,Standard,£4.35,51.437563,-3.304228
